v8-version,4,6,85,31,0
code-creation,Handler,3,0xe02c660c5a0,151,"$stackTraceSymbol"
code-disable-optimization,"EQUALS","Call to a JavaScript runtime function"
code-creation,LazyCompile,0,0xe02c660c640,3336,"EQUALS native runtime.js:22:16",0x31534ff6a668,
tick,0xd1b46b,446222,0,0xc29510f0,2,0xca0620,0xe02c660a836,0xe02c65fe2ce,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f9758,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f4e0f,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
code-creation,LazyCompile,0,0xe02c660d360,316,"eventListenerCount /home/rgbm21/Documents/botkit/node_modules/depd/lib/compat/index.js:50:79",0x3c4a56a98378,~
code-creation,StoreIC,9,0xe02c660d4a0,134,"value"
code-creation,Handler,3,0xe02c660d540,164,"setGet"
code-creation,Handler,3,0xe02c660d600,164,"setSet"
code-creation,Handler,3,0xe02c660d6c0,164,"setEnumerable"
code-creation,Handler,3,0xe02c660d780,164,"setConfigurable"
code-creation,Handler,3,0xe02c660d840,164,"isConfigurable"
code-creation,Handler,3,0xe02c660d900,164,"isWritable"
code-creation,LazyCompile,0,0xe02c660d9c0,924,"depd /home/rgbm21/Documents/botkit/node_modules/depd/index.js:106:14",0x3c4a56a94058,~
code-creation,LazyCompile,0,0xe02c660dd60,900,"getStack /home/rgbm21/Documents/botkit/node_modules/depd/index.js:365:18",0x3c4a56a94640,~
code-creation,StoreIC,9,0xe02c660e100,134,"get"
code-creation,StoreIC,9,0xe02c660e1a0,134,"set"
code-creation,LazyCompile,0,0xe02c660e240,188,"prepareObjectStackTrace /home/rgbm21/Documents/botkit/node_modules/depd/index.js:389:33",0x3c4a56a946e8,~
code-creation,KeyedStoreIC,10,0xe02c660e300,153,symbol("stack_trace_symbol" hash 86f2691)
code-creation,Handler,3,0xe02c660e3a0,216,symbol("formatted stack trace" hash 316e8322)
code-creation,KeyedStoreIC,10,0xe02c660e480,153,symbol("formatted stack trace" hash 316e8322)
code-creation,LazyCompile,0,0xe02c660e520,844,"callSiteLocation /home/rgbm21/Documents/botkit/node_modules/depd/index.js:251:26",0x3c4a56a942f8,~
code-creation,LazyCompile,0,0xe02c660e880,324,"CallSiteGetFileName native messages.js:402:29",0x31534ff61180,~
code-creation,LazyCompile,0,0xe02c660e9e0,324,"CallSiteGetLineNumber native messages.js:408:31",0x31534ff61258,~
code-creation,LazyCompile,0,0xe02c660eb40,324,"CallSiteGetColumnNumber native messages.js:414:33",0x31534ff61330,~
code-creation,LazyCompile,0,0xe02c660eca0,324,"CallSiteIsEval native messages.js:374:24",0x31534ff60d48,~
code-creation,LazyCompile,0,0xe02c660ee00,324,"CallSiteGetFunctionName native messages.js:390:33",0x31534ff60fd0,~
code-creation,LazyCompile,0,0xe02c660ef60,444,"isignored /home/rgbm21/Documents/botkit/node_modules/depd/index.js:136:19",0x3c4a56a94100,~
code-creation,Handler,3,0xe02c660f120,171,"process"
code-creation,LazyCompile,0,0xe02c660f1e0,1128,"containsNamespace /home/rgbm21/Documents/botkit/node_modules/depd/index.js:31:27",0x3c4a56a93db8,~
tick,0xcd4501,447281,0,0x7fffc2951ad8,0,0xcd4500,0xe02c660f2c3,0xe02c660f0ff,0xe02c660dbd9,0xe02c65f9784,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f4e0f,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
code-creation,RegExp,5,0xe02c660f660,914,"[ \,]+"
code-creation,LazyCompile,0,0xe02c660fa00,844,"String native string.js:28:27",0x31534ff7cf08,~
code-creation,LazyCompile,0,0xe02c660fd60,444,"istraced /home/rgbm21/Documents/botkit/node_modules/depd/index.js:153:18",0x3c4a56a941a8,~
code-creation,Handler,3,0xe02c660ff20,186,"split"
code-creation,Handler,3,0xe02c660ffe0,171,"String"
code-creation,Function,0,0xe02c66100a0,996," /home/rgbm21/Documents/botkit/node_modules/parseurl/index.js:1:11",0x3c4a56a9cfa8,~
code-creation,Script,0,0xe02c66104a0,244,"/home/rgbm21/Documents/botkit/node_modules/parseurl/index.js",0x3c4a56a9d0e8,~
tick,0xe02c640ca73,448349,0,0xe02c65395a2,0,0xe02c654e307,0xe02c654e0fe,0xe02c6610226,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f9854,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f4e0f,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
code-creation,LazyCompile,0,0xe02c66105a0,260," /home/rgbm21/Documents/botkit/node_modules/express/lib/router/index.js:507:39",0x3c4a56a896c0,~
code-creation,Handler,3,0xe02c66106c0,204,"all"
code-creation,Function,0,0xe02c66107a0,244," /home/rgbm21/Documents/botkit/node_modules/express/lib/middleware/init.js:1:11",0x3c4a56a9eb80,~
code-creation,Script,0,0xe02c66108a0,244,"/home/rgbm21/Documents/botkit/node_modules/express/lib/middleware/init.js",0x3c4a56a9ecc0,~
tick,0xc5b8e9,449410,1,0xe32800,2,0x93d1a0,0xe02c65f7784,0xe02c654c4a1,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f4f47,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
code-creation,Function,0,0xe02c66109a0,460," /home/rgbm21/Documents/botkit/node_modules/express/lib/middleware/query.js:1:11",0x3c4a56a9f2b0,~
code-creation,Script,0,0xe02c6610b80,244,"/home/rgbm21/Documents/botkit/node_modules/express/lib/middleware/query.js",0x3c4a56a9f3f0,~
code-creation,Function,0,0xe02c6610c80,476," /home/rgbm21/Documents/botkit/node_modules/express/node_modules/qs/lib/index.js:1:11",0x3c4a56aa0370,~
code-creation,Script,0,0xe02c6610e60,244,"/home/rgbm21/Documents/botkit/node_modules/express/node_modules/qs/lib/index.js",0x3c4a56aa04b0,~
tick,0x7f66177674de,450476,1,0xe32800,2,0x93d1a0,0xe02c65f7784,0xe02c654c4a1,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6610d22,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6610aaf,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f4f47,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
code-creation,Function,0,0xe02c6610f60,724," /home/rgbm21/Documents/botkit/node_modules/express/node_modules/qs/lib/stringify.js:1:11",0x3c4a56aa0d78,~
code-creation,Script,0,0xe02c6611240,244,"/home/rgbm21/Documents/botkit/node_modules/express/node_modules/qs/lib/stringify.js",0x3c4a56aa0eb8,~
code-creation,Function,0,0xe02c6611340,1464," /home/rgbm21/Documents/botkit/node_modules/express/node_modules/qs/lib/utils.js:1:11",0x3c4a56aa1930,~
code-creation,Script,0,0xe02c6611900,244,"/home/rgbm21/Documents/botkit/node_modules/express/node_modules/qs/lib/utils.js",0x3c4a56aa1a70,~
code-creation,Stub,11,0xe02c6611a00,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,11,0xe02c6611a80,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,KeyedStoreIC,10,0xe02c6611b00,134,""
code-creation,Handler,3,0xe02c6611ba0,186,"toString"
code-creation,Handler,3,0xe02c6611c60,186,"toUpperCase"
tick,0xe02c641ed6f,451542,0,0xe02c66114d3,0,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6611007,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6610d22,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6610aaf,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f4f47,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
code-creation,Function,0,0xe02c6611d20,668," /home/rgbm21/Documents/botkit/node_modules/express/node_modules/qs/lib/parse.js:1:11",0x3c4a56aa28d0,~
code-creation,Script,0,0xe02c6611fc0,244,"/home/rgbm21/Documents/botkit/node_modules/express/node_modules/qs/lib/parse.js",0x3c4a56aa2a10,~
tick,0xa7fcf0,452604,1,0x8d9b20,4,0xbb47d0,0xe02c651b02c,0xe02c651adf0,0xe02c6563d04,0xe02c65451f6,0xe02c654380d,0xe02c65397ee,0xe02c65bd30a,0xe02c65f5043,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
code-creation,Function,0,0xe02c66120c0,1428," /home/rgbm21/Documents/botkit/node_modules/express/lib/view.js:1:11",0x3c4a56aa3c58,~
code-creation,Script,0,0xe02c6612660,244,"/home/rgbm21/Documents/botkit/node_modules/express/lib/view.js",0x3c4a56aa3d98,~
code-creation,Function,0,0xe02c6612760,2204," /home/rgbm21/Documents/botkit/node_modules/express/lib/utils.js:1:11",0x3c4a56aa50f8,~
code-creation,Script,0,0xe02c6613000,244,"/home/rgbm21/Documents/botkit/node_modules/express/lib/utils.js",0x3c4a56aa5238,~
tick,0x7f6617abd59d,453669,1,0xe3f880,4,0x93e0b0,0xe02c655379b,0xe02c65532de,0xe02c653b719,0xe02c65cf860,0xe02c6539417,0xe02c654e307,0xe02c654e0fe,0xe02c6612919,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c661231a,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f5043,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
code-creation,Function,0,0xe02c6613100,4252," /home/rgbm21/Documents/botkit/node_modules/content-disposition/index.js:1:11",0x3c4a56aa6db8,~
code-creation,Script,0,0xe02c66141a0,244,"/home/rgbm21/Documents/botkit/node_modules/content-disposition/index.js",0x3c4a56aa6ef8,~
tick,0x90db92,454733,0,0x2e276d0,0,0xcc01f0,0xe02c651d4e8,0xe02c6553947,0xe02c65532de,0xe02c653b68f,0xe02c65cf860,0xe02c6539417,0xe02c654e307,0xe02c654e0fe,0xe02c661294c,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c661231a,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f5043,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
code-creation,LazyCompile,0,0xe02c66142a0,700,"tryPackage module.js:90:20",0x2efb89c1a740,~
code-creation,LazyCompile,0,0xe02c6614560,508,"tryFile module.js:106:17",0x2efb89c1a7e8,~
code-creation,LazyCompile,0,0xe02c6614760,340,"toRealPath module.js:111:20",0x2efb89c1a890,~
code-creation,LazyCompile,0,0xe02c66148c0,576,"tryExtensions module.js:116:23",0x2efb89c1a938,~
code-creation,LazyCompile,0,0xe02c6614b00,340,"hasOwnProperty module.js:21:24",0x2efb89c1a548,~
code-creation,LazyCompile,1,0xe02c6614c60,370,"hasOwnProperty module.js:21:24",0x2efb89c1a548,*
tick,0xad82ea,456086,0,0x0,1
tick,0xadd8ef,457153,0,0x0,1
code-creation,LazyCompile,1,0xe02c6614de0,2464,"tryPackage module.js:90:20",0x2efb89c1a740,*
code-creation,Function,0,0xe02c6615780,2164," /home/rgbm21/Documents/botkit/node_modules/content-type/index.js:1:11",0x2e9bd4f940a0,~
code-creation,Script,0,0xe02c6616000,244,"/home/rgbm21/Documents/botkit/node_modules/content-type/index.js",0x2e9bd4f941e0,~
code-creation,Stub,3,0xe02c6616100,164,"StoreFieldStub"
code-creation,StoreIC,9,0xe02c66161c0,134,"prepareStackTrace"
code-creation,Handler,3,0xe02c6616260,171,"Math"
code-creation,Stub,3,0xe02c6616320,164,"StoreFieldStub"
code-creation,StoreIC,9,0xe02c66163e0,134,"stackTraceLimit"
code-creation,Handler,3,0xe02c6616480,199,"stack"
code-creation,Handler,3,0xe02c6616560,216,symbol("formatted stack trace" hash 316e8322)
code-creation,Handler,3,0xe02c6616640,164,"slice"
code-creation,StoreIC,9,0xe02c6616700,134,"prepareStackTrace"
code-creation,StoreIC,9,0xe02c66167a0,134,"stackTraceLimit"
code-creation,Handler,3,0xe02c6616840,164,"getFileName"
code-creation,Handler,3,0xe02c6616900,164,"getLineNumber"
code-creation,Handler,3,0xe02c66169c0,164,"getColumnNumber"
code-creation,Handler,3,0xe02c64423a0,164,"isEval"
code-creation,Handler,3,0xe02c6442460,216,"callSite"
code-creation,StoreIC,9,0xe02c6442540,134,"callSite"
code-creation,Handler,3,0xe02c64425e0,164,"getFunctionName"
code-creation,Handler,3,0xe02c65fe5a0,192,"name"
code-creation,StoreIC,9,0xe02c65fe660,134,"name"
code-creation,Handler,3,0xe02c65fe700,192,"_file"
code-creation,StoreIC,9,0xe02c65fe7c0,134,"_file"
code-creation,Handler,3,0xe02c65fe860,157,"NO_DEPRECATION"
code-creation,Handler,3,0xe02c65fe900,192,"_ignored"
code-creation,StoreIC,9,0xe02c65fe9c0,134,"_ignored"
code-creation,Handler,3,0xe02c65fea60,192,"_namespace"
code-creation,StoreIC,9,0xe02c65feb20,134,"_namespace"
code-creation,Handler,3,0xe02c65febc0,566,"traceDeprecation"
code-creation,Handler,3,0xe02c65fee00,157,"TRACE_DEPRECATION"
code-creation,Handler,3,0xe02c65feea0,192,"_traced"
tick,0xe02c641bee0,458894,0,0xe02c651b93c,0,0xe02c651adf0,0xe02c6563d04,0xe02c6527c09,0xe02c6608bff,0xe02c653c845,0xe02c6553cb4,0xe02c6557254,0xe02c653b7d9,0xe02c65cf860,0xe02c6539417,0xe02c654e307,0xe02c654e0fe,0xe02c66129b4,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c661231a,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f5043,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
code-creation,StoreIC,9,0xe02c65fef60,134,"_traced"
code-creation,Handler,3,0xe02c6616a80,192,"_warned"
code-creation,StoreIC,9,0xe02c6616b40,134,"_warned"
code-creation,Handler,3,0xe02c6616be0,204,"function"
code-creation,StoreIC,9,0xe02c6616cc0,134,"function"
code-creation,Handler,3,0xe02c6616d60,204,"property"
code-creation,StoreIC,9,0xe02c6616e40,134,"property"
tick,0xad923b,460113,0,0x31534ff04139,0,0xcc01f0,0xe02c651d4e8,0xe02c6553947,0xe02c6614ea3,0xe02c653b68f,0xe02c65cf860,0xe02c6539417,0xe02c654e307,0xe02c654e0fe,0xe02c6612a46,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c661231a,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f5043,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
tick,0xc4ace2,461042,1,0xe32800,2,0x93d1a0,0xe02c65f7784,0xe02c654c4a1,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6612a46,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c661231a,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f5043,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
code-creation,Function,0,0xe02c6616ee0,6340," /home/rgbm21/Documents/botkit/node_modules/send/index.js:1:11",0x2e9bd4f981d8,~
code-creation,Script,0,0xe02c66187c0,244,"/home/rgbm21/Documents/botkit/node_modules/send/index.js",0x2e9bd4f98318,~
tick,0xe02c65eb643,461499,0,0x100000000,0,0xe02c6609010,0xe02c653c845,0xe02c6553cb4,0xe02c6557254,0xe02c653b7d9,0xe02c65cf860,0xe02c6539417,0xe02c654e307,0xe02c654e0fe,0xe02c66170d7,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6612a46,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c661231a,0xe02c654ca39,0xe02c65fd42b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f5043,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f42d3,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c65bd30a,0xe02c65f3f9e,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6571991,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c6552a46,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c654e307,0xe02c654e0fe,0xe02c654d25c,0xe02c654ca39,0xe02c6546b4b,0xe02c654397b,0xe02c65397ee,0xe02c6539206,0xe02c643dda5,0xe02c6438eb5
code-creation,Function,0,0xe02c66188c0,908," /home/rgbm21/Documents/botkit/node_modules/send/node_modules/http-errors/index.js:1:11",0x2e9bd4f99038,~
code-creation,Script,0,0xe02c6618c60,244,"/home/rgbm21/Documents/botkit/node_modules/send/node_modules/http-errors/index.js",0x2e9bd4f99178,~
code-creation,LazyCompile,1,0xe02c6618d60,669,"tryFile module.js:106:17",0x2efb89c1a7e8,*
code-creation,Function,0,0xe02c6619000,796," /home/rgbm21/Documents/botkit/node_modules/statuses/index.js:1:11",0x2e9bd4f9a6f0,~
code-creation,Script,0,0xe02c6619320,244,"/home/rgbm21/Documents/botkit/node_modules/statuses/index.js",0x2e9bd4f9a830,~
